Chrom,GenomeVersion,Gene,start,end,Gene_length,,strand,,Gene_ID,,,,,,,,,
chr1H,ibsc,gene,5756557,5764029,7472,.,-,.,HORVU1Hr1G002820,,,,,,,,,
chr1H,ibsc,gene,5766065,5768777,2712,.,+,.,HORVU1Hr1G002830,,,,,,,,,
chr1H,ibsc,gene,5769013,5772735,3722,.,-,.,HORVU1Hr1G002840,,,,,,,,,
chr1H,ibsc,gene,5879163,5910904,31741,.,+,.,HORVU1Hr1G002850,,,,,,,,,
chr1H,ibsc,gene,5892556,5893387,831,.,-,.,HORVU1Hr1G002860,,,,,,,,,
chr1H,ibsc,gene,5935340,5937561,2221,.,-,.,HORVU1Hr1G002890,,,,,,,,,
chr1H,ibsc,gene,5938898,5941089,2191,.,-,.,HORVU1Hr1G002900,,,,,,,,,
chr1H,ibsc,gene,5974506,5975162,656,.,-,.,HORVU1Hr1G002910,,,,,,,,,
chr1H,ibsc,gene,5988990,5992616,3626,.,+,.,HORVU1Hr1G002920,,,,,,,,,
chr1H,ibsc,gene,5993868,5995568,1700,.,+,.,HORVU1Hr1G002930,,,,,,,,,
chr1H,ibsc,gene,6242905,6244743,1838,.,+,.,HORVU1Hr1G002950,,,,,,,,,
chr1H,ibsc,gene,6247444,6254946,7502,.,+,.,HORVU1Hr1G002960,,,,,,,,,
chr1H,ibsc,gene,6275737,6372630,96893,.,+,.,HORVU1Hr1G002970,,,,,,,,,
chr1H,ibsc,gene,6282610,6286891,4281,.,+,.,HORVU1Hr1G002990,,,,,,,,,
chr1H,ibsc,gene,6291538,6299968,8430,.,+,.,HORVU1Hr1G003010,,,,,,,,,
chr1H,ibsc,gene,6321690,6330187,8497,.,-,.,HORVU1Hr1G003020,,,,,,,,,
chr1H,ibsc,gene,6327291,6328600,1309,.,+,.,HORVU1Hr1G003030,,,,,,,,,
chr1H,ibsc,gene,6330368,6332640,2272,.,+,.,HORVU1Hr1G003040,,,,,,,,,
chr1H,ibsc,gene,6348635,6351820,3185,.,-,.,HORVU1Hr1G003050,,,,,,,,,
chr1H,ibsc,gene,6408563,6409648,1085,.,+,.,HORVU1Hr1G003060,,,,,,,,,
chr1H,ibsc,gene,6424810,6425452,642,.,-,.,HORVU1Hr1G003070,,,,,,,,,
chr1H,ibsc,gene,6444601,6445686,1085,.,+,.,HORVU1Hr1G003080,,,,,,,,,
chr1H,ibsc,gene,6507739,6527010,19271,.,+,.,HORVU1Hr1G003100,,,,,,,,,
chr1H,ibsc,gene,6528654,6530320,1666,.,+,.,HORVU1Hr1G003130,,,,,,,,,
chr1H,ibsc,gene,6546327,6560512,14185,.,+,.,HORVU1Hr1G003140,,,,,,,,,
chr1H,ibsc,gene,6565818,6574363,8545,.,-,.,HORVU1Hr1G003150,,,,,,,,,
chr1H,ibsc,gene,6616292,6617247,955,.,+,.,HORVU1Hr1G003160,,,,,,,,,
chr1H,ibsc,gene,6686731,6690773,4042,.,+,.,HORVU1Hr1G003170,,,,,,,,,
chr1H,ibsc,gene,6743133,6746855,3722,.,-,.,HORVU1Hr1G003200,,,,,,,,,
chr1H,ibsc,gene,6926282,6929910,3628,.,+,.,HORVU1Hr1G003210,,,,,,,,,
chr1H,ibsc,gene,6994699,7004921,10222,.,+,.,HORVU1Hr1G003230,,,,,,,,,
chr1H,ibsc,gene,7053317,7058991,5674,.,-,.,HORVU1Hr1G003250,,,,,,,,,
chr1H,ibsc,gene,7060150,7073067,12917,.,-,.,HORVU1Hr1G003260,,,,,,,,,
chr1H,ibsc,gene,7136393,7138280,1887,.,+,.,HORVU1Hr1G003270,,,,,,,,,
chr1H,ibsc,gene,7143164,7155196,12032,.,-,.,HORVU1Hr1G003280,,,,,,,,,
chr1H,ibsc,gene,7216893,7217326,433,.,+,.,HORVU1Hr1G003290,,,,,,,,,
chr1H,ibsc,gene,7217840,7229089,11249,.,+,.,HORVU1Hr1G003300,,,,,,,,,
chr1H,ibsc,gene,7321806,7326275,4469,.,-,.,HORVU1Hr1G003320,,,,,,,,,
chr1H,ibsc,gene,7371807,7373276,1469,.,+,.,HORVU1Hr1G003330,,,,,,,,,
chr1H,ibsc,gene,7386433,7471638,85205,.,-,.,HORVU1Hr1G003340,,,,,,,,,
chr1H,ibsc,gene,7396846,7397249,403,.,-,.,HORVU1Hr1G003360,,,,,,,,,
chr1H,ibsc,gene,7424084,7426782,2698,.,-,.,HORVU1Hr1G003370,,,,,,,,,
chr1H,ibsc,gene,7488854,7489673,819,.,-,.,HORVU1Hr1G003430,,,,,,,,,
chr1H,ibsc,gene,7678506,7686631,8125,.,+,.,HORVU1Hr1G003460,,,,,,,,,
chr1H,ibsc,gene,7711755,7720713,8958,.,-,.,HORVU1Hr1G003490,DETOXIFICATION,[Source:UniProtKB/TrEMBL%3BAcc:M0X9K3];gene_id=HORVU1Hr1G003490;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,7834783,7835203,420,.,+,.,HORVU1Hr1G003510,,,,,,,,,
chr1H,ibsc,gene,7835028,7835570,542,.,-,.,HORVU1Hr1G003520,,,,,,,,,
chr1H,ibsc,gene,7841371,7856406,15035,.,-,.,HORVU1Hr1G003530,,,,,,,,,
chr1H,ibsc,gene,7841381,7844750,3369,.,+,.,HORVU1Hr1G003540,,,,,,,,,
chr1H,ibsc,gene,7855293,7856037,744,.,-,.,HORVU1Hr1G003560,,,,,,,,,
chr1H,ibsc,gene,8031960,8032175,215,.,+,.,HORVU1Hr1G003580,,,,,,,,,
chr1H,ibsc,gene,8048778,8051397,2619,.,-,.,HORVU1Hr1G003590,,,,,,,,,
chr1H,ibsc,gene,8066300,8066633,333,.,-,.,HORVU1Hr1G003620,,,,,,,,,
chr1H,ibsc,gene,8081780,8095802,14022,.,+,.,HORVU1Hr1G003630,,,,,,,,,
chr1H,ibsc,gene,8097320,8099292,1972,.,+,.,HORVU1Hr1G003650,,,,,,,,,
chr1H,ibsc,gene,8138245,8144479,6234,.,-,.,HORVU1Hr1G003700,,,,,,,,,
chr1H,ibsc,gene,8250619,8253139,2520,.,-,.,HORVU1Hr1G003710,,,,,,,,,
chr1H,ibsc,gene,8256231,8256702,471,.,-,.,HORVU1Hr1G003720,,,,,,,,,
chr1H,ibsc,gene,8336318,8341576,5258,.,-,.,HORVU1Hr1G003740,,,,,,,,,
chr1H,ibsc,gene,8349328,8356000,6672,.,+,.,HORVU1Hr1G003750,,,,,,,,,
chr1H,ibsc,gene,8357146,8357778,632,.,+,.,HORVU1Hr1G003780,,,,,,,,,
chr1H,ibsc,gene,8362737,8363906,1169,.,+,.,HORVU1Hr1G003810,,,,,,,,,
chr1H,ibsc,gene,8402402,8402733,331,.,-,.,HORVU1Hr1G003840,,,,,,,,,
chr1H,ibsc,gene,8403715,8404457,742,.,-,.,HORVU1Hr1G003850,,,,,,,,,
chr1H,ibsc,gene,8422803,8423386,583,.,+,.,HORVU1Hr1G003870,,,,,,,,,
chr1H,ibsc,gene,8447650,8450536,2886,.,-,.,HORVU1Hr1G003890,,,,,,,,,
chr1H,ibsc,gene,8452450,8453661,1211,.,+,.,HORVU1Hr1G003910,,,,,,,,,
chr1H,ibsc,gene,8465173,8469506,4333,.,+,.,HORVU1Hr1G003940,,,,,,,,,
chr1H,ibsc,gene,8479125,8487402,8277,.,+,.,HORVU1Hr1G003960,,,,,,,,,
chr1H,ibsc,gene,8525620,8527437,1817,.,-,.,HORVU1Hr1G003990,,,,,,,,,
chr1H,ibsc,gene,8528347,8528814,467,.,-,.,HORVU1Hr1G004000,,,,,,,,,
chr1H,ibsc,gene,8576251,8579620,3369,.,+,.,HORVU1Hr1G004020,,,,,,,,,
chr1H,ibsc,gene,8619138,8622763,3625,.,-,.,HORVU1Hr1G004030,,,,,,,,,
chr1H,ibsc,gene,8634261,8642138,7877,.,+,.,HORVU1Hr1G004040,,,,,,,,,
chr1H,ibsc,gene,8659068,8661453,2385,.,-,.,HORVU1Hr1G004050,,,,,,,,,
chr1H,ibsc,gene,8673974,8678244,4270,.,+,.,HORVU1Hr1G004060,,,,,,,,,
chr1H,ibsc,gene,8734307,8748491,14184,.,-,.,HORVU1Hr1G004080,,,,,,,,,
chr1H,ibsc,gene,8760693,8761205,512,.,+,.,HORVU1Hr1G004120,,,,,,,,,
chr1H,ibsc,gene,8763350,8763950,600,.,+,.,HORVU1Hr1G004130,,,,,,,,,
chr1H,ibsc,gene,8764853,8769117,4264,.,+,.,HORVU1Hr1G004140,,,,,,,,,
chr1H,ibsc,gene,8773841,8781696,7855,.,-,.,HORVU1Hr1G004150,,,,,,,,,
chr1H,ibsc,gene,8912375,8919563,7188,.,+,.,HORVU1Hr1G004200,,,,,,,,,
chr1H,ibsc,gene,8929487,8937936,8449,.,+,.,HORVU1Hr1G004230,,,,,,,,,
chr1H,ibsc,gene,8991852,8992097,245,.,+,.,HORVU1Hr1G004290,,,,,,,,,
chr1H,ibsc,gene,9050450,9083053,32603,.,-,.,HORVU1Hr1G004330,,,,,,,,,
chr1H,ibsc,gene,9121565,9123310,1745,.,+,.,HORVU1Hr1G004400,,,,,,,,,
chr1H,ibsc,gene,9130776,9131575,799,.,-,.,HORVU1Hr1G004410,,,,,,,,,
chr1H,ibsc,gene,9160329,9166895,6566,.,+,.,HORVU1Hr1G004430,,,,,,,,,
chr1H,ibsc,gene,9163281,9166923,3642,.,-,.,HORVU1Hr1G004440,,,,,,,,,
chr1H,ibsc,gene,9228086,9232521,4435,.,+,.,HORVU1Hr1G004480,,,,,,,,,
chr1H,ibsc,gene,9235824,9238244,2420,.,+,.,HORVU1Hr1G004490,,,,,,,,,
chr1H,ibsc,gene,9238809,9242299,3490,.,-,.,HORVU1Hr1G004510,,,,,,,,,
chr1H,ibsc,gene,9259160,9265373,6213,.,-,.,HORVU1Hr1G004520,,,,,,,,,
chr1H,ibsc,gene,9262890,9263441,551,.,-,.,HORVU1Hr1G004530,,,,,,,,,
chr1H,ibsc,gene,9388301,9388845,544,.,-,.,HORVU1Hr1G004560,,,,,,,,,
chr1H,ibsc,gene,9394629,9396162,1533,.,+,.,HORVU1Hr1G004580,,,,,,,,,
chr1H,ibsc,gene,9561367,9564507,3140,.,-,.,HORVU1Hr1G004590,,,,,,,,,
chr1H,ibsc,gene,9570365,9571168,803,.,-,.,HORVU1Hr1G004610,,,,,,,,,
chr1H,ibsc,gene,9595509,9603381,7872,.,-,.,HORVU1Hr1G004650,,,,,,,,,
chr1H,ibsc,gene,9609641,9610836,1195,.,+,.,HORVU1Hr1G004660,,,,,,,,,
chr1H,ibsc,gene,9651503,9652982,1479,.,+,.,HORVU1Hr1G004670,,,,,,,,,
chr1H,ibsc,gene,9671046,9673287,2241,.,+,.,HORVU1Hr1G004690,,,,,,,,,
chr1H,ibsc,gene,9671179,9673298,2119,.,-,.,HORVU1Hr1G004700,,,,,,,,,
chr1H,ibsc,gene,9795076,9797322,2246,.,+,.,HORVU1Hr1G004720,,,,,,,,,
chr1H,ibsc,gene,9845940,9851287,5347,.,-,.,HORVU1Hr1G004750,,,,,,,,,
chr1H,ibsc,gene,9935359,9941153,5794,.,-,.,HORVU1Hr1G004790,,,,,,,,,
chr1H,ibsc,gene,9950586,9959957,9371,.,-,.,HORVU1Hr1G004800,,,,,,,,,
chr1H,ibsc,gene,10060714,10061323,609,.,-,.,HORVU1Hr1G004820,,,,,,,,,
chr1H,ibsc,gene,10080270,10081470,1200,.,-,.,HORVU1Hr1G004830,,,,,,,,,
chr1H,ibsc,gene,10157358,10159069,1711,.,+,.,HORVU1Hr1G004840,,,,,,,,,
chr1H,ibsc,gene,10189192,10190517,1325,.,-,.,HORVU1Hr1G004860,,,,,,,,,
chr1H,ibsc,gene,10194825,10195162,337,.,-,.,HORVU1Hr1G004870,,,,,,,,,
chr1H,ibsc,gene,10195207,10195974,767,.,-,.,HORVU1Hr1G004880,,,,,,,,,
chr1H,ibsc,gene,10198922,10207937,9015,.,+,.,HORVU1Hr1G004890,,,,,,,,,
chr1H,ibsc,gene,10236233,10241154,4921,.,-,.,HORVU1Hr1G004910,,,,,,,,,
chr1H,ibsc,gene,10246168,10248010,1842,.,-,.,HORVU1Hr1G004920,,,,,,,,,
chr1H,ibsc,gene,10257782,10264542,6760,.,+,.,HORVU1Hr1G004930,,,,,,,,,
chr1H,ibsc,gene,10739577,10746629,7052,.,+,.,HORVU1Hr1G004960,,,,,,,,,
chr1H,ibsc,gene,10747147,10750379,3232,.,-,.,HORVU1Hr1G004970,,,,,,,,,
chr1H,ibsc,gene,10765973,10768127,2154,.,-,.,HORVU1Hr1G004980,,,,,,,,,
chr1H,ibsc,gene,10962741,10963499,758,.,+,.,HORVU1Hr1G005020,,,,,,,,,
chr1H,ibsc,gene,11022546,11023994,1448,.,+,.,HORVU1Hr1G005030,,,,,,,,,
chr1H,ibsc,gene,11120827,11121844,1017,.,-,.,HORVU1Hr1G005070,,,,,,,,,
chr1H,ibsc,gene,11138897,11142264,3367,.,-,.,HORVU1Hr1G005090,,,,,,,,,
chr1H,ibsc,gene,11164321,11166101,1780,.,+,.,HORVU1Hr1G005100,,,,,,,,,
chr1H,ibsc,gene,11164570,11166159,1589,.,-,.,HORVU1Hr1G005110,,,,,,,,,
chr1H,ibsc,gene,11188338,11195149,6811,.,+,.,HORVU1Hr1G005120,,,,,,,,,
chr1H,ibsc,gene,11203119,11203455,336,.,-,.,HORVU1Hr1G005130,,,,,,,,,
chr1H,ibsc,gene,11209247,11275459,66212,.,-,.,HORVU1Hr1G005140,,,,,,,,,
chr1H,ibsc,gene,11222573,11224028,1455,.,+,.,HORVU1Hr1G005150,,,,,,,,,
chr1H,ibsc,gene,11252992,11253607,615,.,-,.,HORVU1Hr1G005170,,,,,,,,,
chr1H,ibsc,gene,11354917,11370257,15340,.,-,.,HORVU1Hr1G005180,,,,,,,,,
chr1H,ibsc,gene,11373696,11373993,297,.,+,.,HORVU1Hr1G005200,,,,,,,,,
chr1H,ibsc,gene,11457345,11458493,1148,.,-,.,HORVU1Hr1G005230,,,,,,,,,
chr1H,ibsc,gene,11498084,11501301,3217,.,-,.,HORVU1Hr1G005260,,,,,,,,,
chr1H,ibsc,gene,11510231,11516239,6008,.,+,.,HORVU1Hr1G005270,,,,,,,,,
chr1H,ibsc,gene,11519498,11521478,1980,.,-,.,HORVU1Hr1G005280,,,,,,,,,
chr1H,ibsc,gene,11525796,11528563,2767,.,+,.,HORVU1Hr1G005290,,,,,,,,,
chr1H,ibsc,gene,11554370,11556298,1928,.,+,.,HORVU1Hr1G005350,,,,,,,,,
chr1H,ibsc,gene,11579708,11582821,3113,.,+,.,HORVU1Hr1G005360,,,,,,,,,
chr1H,ibsc,gene,11662347,11665843,3496,.,+,.,HORVU1Hr1G005370,,,,,,,,,
chr1H,ibsc,gene,11688713,11691059,2346,.,+,.,HORVU1Hr1G005390,,,,,,,,,
chr1H,ibsc,gene,11796869,11800886,4017,.,-,.,HORVU1Hr1G005410,,,,,,,,,
chr1H,ibsc,gene,11809078,11810555,1477,.,+,.,HORVU1Hr1G005420,,,,,,,,,
chr1H,ibsc,gene,11822459,11824892,2433,.,-,.,HORVU1Hr1G005430,,,,,,,,,
chr1H,ibsc,gene,11941280,11942726,1446,.,-,.,HORVU1Hr1G005450,,,,,,,,,
chr1H,ibsc,gene,11955986,11958292,2306,.,+,.,HORVU1Hr1G005460,,,,,,,,,
chr1H,ibsc,gene,11979974,12061546,81572,.,+,.,HORVU1Hr1G005470,,,,,,,,,
chr1H,ibsc,gene,12034702,12036471,1769,.,-,.,HORVU1Hr1G005500,,,,,,,,,
chr1H,ibsc,gene,12039437,12043118,3681,.,-,.,HORVU1Hr1G005510,,,,,,,,,
chr1H,ibsc,gene,12065695,12077935,12240,.,-,.,HORVU1Hr1G005520,,,,,,,,,
chr1H,ibsc,gene,12088805,12092823,4018,.,+,.,HORVU1Hr1G005530,,,,,,,,,
chr1H,ibsc,gene,12114085,12114647,562,.,+,.,HORVU1Hr1G005550,,,,,,,,,
chr1H,ibsc,gene,12285922,12289772,3850,.,+,.,HORVU1Hr1G005600,,,,,,,,,
chr1H,ibsc,gene,12299214,12302434,3220,.,+,.,HORVU1Hr1G005630,,,,,,,,,
chr1H,ibsc,gene,12440825,12445476,4651,.,+,.,HORVU1Hr1G005680,,,,,,,,,
chr1H,ibsc,gene,12449028,12449907,879,.,-,.,HORVU1Hr1G005690,,,,,,,,,
chr1H,ibsc,gene,12468282,12472163,3881,.,-,.,HORVU1Hr1G005700,,,,,,,,,
chr1H,ibsc,gene,12479859,12492827,12968,.,+,.,HORVU1Hr1G005710,,,,,,,,,
chr1H,ibsc,gene,12484345,12488964,4619,.,-,.,HORVU1Hr1G005720,,,,,,,,,
chr1H,ibsc,gene,12495183,12500461,5278,.,-,.,HORVU1Hr1G005730,,,,,,,,,
chr1H,ibsc,gene,12506111,12506941,830,.,+,.,HORVU1Hr1G005750,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EKV5];gene_id=HORVU1Hr1G005750;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,12508776,12510529,1753,.,-,.,HORVU1Hr1G005760,,,,,,,,,
chr1H,ibsc,gene,12553917,12555037,1120,.,+,.,HORVU1Hr1G005790,,,,,,,,,
chr1H,ibsc,gene,12565850,12570886,5036,.,-,.,HORVU1Hr1G005800,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CW78];gene_id=HORVU1Hr1G005800;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,12627978,12628196,218,.,+,.,HORVU1Hr1G005830,,,,,,,,,
chr1H,ibsc,gene,12718452,12719313,861,.,-,.,HORVU1Hr1G005870,,,,,,,,,
chr1H,ibsc,gene,12889839,12890074,235,.,-,.,HORVU1Hr1G005910,,,,,,,,,
chr1H,ibsc,gene,12950868,12954667,3799,.,-,.,HORVU1Hr1G005920,,,,,,,,,
chr1H,ibsc,gene,12990954,13005515,14561,.,-,.,HORVU1Hr1G005980,,,,,,,,,
chr1H,ibsc,gene,13013941,13014186,245,.,-,.,HORVU1Hr1G005990,,,,,,,,,
chr1H,ibsc,gene,13034781,13206635,171854,.,+,.,HORVU1Hr1G006020,,,,,,,,,
chr1H,ibsc,gene,13072004,13072875,871,.,-,.,HORVU1Hr1G006130,,,,,,,,,
chr1H,ibsc,gene,13122434,13123812,1378,.,+,.,HORVU1Hr1G006230,,,,,,,,,
chr1H,ibsc,gene,13131743,13132955,1212,.,-,.,HORVU1Hr1G006240,,,,,,,,,
chr1H,ibsc,gene,13160452,13167066,6614,.,-,.,HORVU1Hr1G006290,,,,,,,,,
chr1H,ibsc,gene,13231548,13232892,1344,.,-,.,HORVU1Hr1G006350,,,,,,,,,
chr1H,ibsc,gene,13328048,13334311,6263,.,+,.,HORVU1Hr1G006590,,,,,,,,,
chr1H,ibsc,gene,13396127,13396623,496,.,-,.,HORVU1Hr1G006750,,,,,,,,,
chr1H,ibsc,gene,13499647,13518570,18923,.,+,.,HORVU1Hr1G006770,,,,,,,,,
chr1H,ibsc,gene,13519079,13523464,4385,.,+,.,HORVU1Hr1G006780,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DGB3];gene_id=HORVU1Hr1G006780;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,13572523,13573212,689,.,-,.,HORVU1Hr1G006850,,,,,,,,,
chr1H,ibsc,gene,13574504,13581973,7469,.,+,.,HORVU1Hr1G006860,,,,,,,,,
chr1H,ibsc,gene,13584346,13587856,3510,.,-,.,HORVU1Hr1G006880,,,,,,,,,
chr1H,ibsc,gene,13586405,13591514,5109,.,+,.,HORVU1Hr1G006890,,,,,,,,,
chr1H,ibsc,gene,13595585,13597164,1579,.,+,.,HORVU1Hr1G006910,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DTX6];gene_id=HORVU1Hr1G006910;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,13601616,13602984,1368,.,+,.,HORVU1Hr1G006920,[Source:UniProtKB/TrEMBL%3BAcc:Q2VGB8];gene_id=HORVU1Hr1G006920;logic_name=ibsc,,,,,,,,
chr1H,ibsc,gene,13687375,13687727,352,.,-,.,HORVU1Hr1G006930,,,,,,,,,
chr1H,ibsc,gene,13690365,13695582,5217,.,+,.,HORVU1Hr1G006940,,,,,,,,,
chr1H,ibsc,gene,13725749,13735135,9386,.,-,.,HORVU1Hr1G006950,,,,,,,,,
chr1H,ibsc,gene,13743636,13744060,424,.,-,.,HORVU1Hr1G006970,,,,,,,,,
chr1H,ibsc,gene,13855397,13855967,570,.,-,.,HORVU1Hr1G006980,,,,,,,,,
chr1H,ibsc,gene,13988639,13992768,4129,.,+,.,HORVU1Hr1G007010,,,,,,,,,
chr1H,ibsc,gene,14004082,14004687,605,.,+,.,HORVU1Hr1G007040,,,,,,,,,
chr1H,ibsc,gene,14039870,14040554,684,.,-,.,HORVU1Hr1G007100,,,,,,,,,
chr1H,ibsc,gene,14152477,14154601,2124,.,-,.,HORVU1Hr1G007150,,,,,,,,,
chr1H,ibsc,gene,14277312,14283089,5777,.,+,.,HORVU1Hr1G007290,,,,,,,,,
chr1H,ibsc,gene,14343812,14344908,1096,.,-,.,HORVU1Hr1G007300,,,,,,,,,
chr1H,ibsc,gene,14369286,14375231,5945,.,+,.,HORVU1Hr1G007310,,,,,,,,,
chr1H,ibsc,gene,14418805,14427267,8462,.,-,.,HORVU1Hr1G007320,,,,,,,,,
chr1H,ibsc,gene,14636011,14636149,138,.,-,.,HORVU1Hr1G007360,,,,,,,,,
chr1H,ibsc,gene,14996338,14998059,1721,.,+,.,HORVU1Hr1G007400,,,,,,,,,
chr1H,ibsc,gene,15064462,15066976,2514,.,-,.,HORVU1Hr1G007420,,,,,,,,,
chr1H,ibsc,gene,15256220,15256459,239,.,+,.,HORVU1Hr1G007440,,,,,,,,,
chr1H,ibsc,gene,15273402,15273655,253,.,-,.,HORVU1Hr1G007460,,,,,,,,,
chr1H,ibsc,gene,15304943,15305722,779,.,+,.,HORVU1Hr1G007480,,,,,,,,,
chr1H,ibsc,gene,15518236,15518592,356,.,+,.,HORVU1Hr1G007530,,,,,,,,,
chr1H,ibsc,gene,15525075,15525308,233,.,+,.,HORVU1Hr1G007540,,,,,,,,,
chr1H,ibsc,gene,15598792,15607504,8712,.,+,.,HORVU1Hr1G007580,,,,,,,,,
chr1H,ibsc,gene,15611399,15615821,4422,.,+,.,HORVU1Hr1G007600,,,,,,,,,
chr1H,ibsc,gene,15687446,15692248,4802,.,+,.,HORVU1Hr1G007630,,,,,,,,,
chr1H,ibsc,gene,15687487,15695576,8089,.,-,.,HORVU1Hr1G007640,,,,,,,,,
chr1H,ibsc,gene,15705476,15706385,909,.,-,.,HORVU1Hr1G007660,,,,,,,,,
chr1H,ibsc,gene,16055766,16057969,2203,.,+,.,HORVU1Hr1G007720,[Source:UniProtKB/TrEMBL%3BAcc:M0YG07];gene_id=HORVU1Hr1G007720;logic_name=ibsc,,,,,,,,
chr1H,ibsc,gene,16059676,16063756,4080,.,-,.,HORVU1Hr1G007730,,,,,,,,,
chr1H,ibsc,gene,16439562,16441613,2051,.,-,.,HORVU1Hr1G007790,,,,,,,,,
chr1H,ibsc,gene,16446297,16448141,1844,.,-,.,HORVU1Hr1G007800,,,,,,,,,
chr1H,ibsc,gene,16449549,16453845,4296,.,-,.,HORVU1Hr1G007810,[Source:UniProtKB/TrEMBL%3BAcc:M0Y2X1];gene_id=HORVU1Hr1G007810;logic_name=ibsc,,,,,,,,
chr1H,ibsc,gene,16614810,16617902,3092,.,-,.,HORVU1Hr1G007830,,,,,,,,,
chr1H,ibsc,gene,16641726,16646282,4556,.,-,.,HORVU1Hr1G007840,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D406];gene_id=HORVU1Hr1G007840;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,16803977,16807300,3323,.,-,.,HORVU1Hr1G007850,,,,,,,,,
chr1H,ibsc,gene,16845957,16846637,680,.,+,.,HORVU1Hr1G007860,,,,,,,,,
chr1H,ibsc,gene,16858725,16858856,131,.,+,.,HORVU1Hr1G007870,,,,,,,,,
chr1H,ibsc,gene,16907076,16910857,3781,.,-,.,HORVU1Hr1G007880,,,,,,,,,
chr1H,ibsc,gene,16978250,16978381,131,.,+,.,HORVU1Hr1G007890,,,,,,,,,
chr1H,ibsc,gene,17000119,17002317,2198,.,-,.,HORVU1Hr1G007900,,,,,,,,,
chr1H,ibsc,gene,17189091,17200205,11114,.,+,.,HORVU1Hr1G007910,,,,,,,,,
chr1H,ibsc,gene,17203138,17208768,5630,.,+,.,HORVU1Hr1G007930,,,,,,,,,
chr1H,ibsc,gene,17225409,17226258,849,.,-,.,HORVU1Hr1G007950,,,,,,,,,
chr1H,ibsc,gene,17447097,17449114,2017,.,+,.,HORVU1Hr1G008110,,,,,,,,,
chr1H,ibsc,gene,17566211,17571933,5722,.,+,.,HORVU1Hr1G008120,,,,,,,,,
chr1H,ibsc,gene,17580274,17583426,3152,.,+,.,HORVU1Hr1G008130,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D9Z5];gene_id=HORVU1Hr1G008130;logic_name=ibsc,,,,,,,
chr1H,ibsc,gene,17584434,17585571,1137,.,+,.,HORVU1Hr1G008140,,,,,,,,,
chr1H,ibsc,gene,17623756,17625773,2017,.,-,.,HORVU1Hr1G008150,,,,,,,,,
chr1H,ibsc,gene,17670647,17672723,2076,.,-,.,HORVU1Hr1G008160,,,,,,,,,
chr1H,ibsc,gene,17712319,17712885,566,.,+,.,HORVU1Hr1G008170,,,,,,,,,
chr1H,ibsc,gene,17898142,17905196,7054,.,-,.,HORVU1Hr1G008230,,,,,,,,,
chr1H,ibsc,gene,17906766,17913663,6897,.,-,.,HORVU1Hr1G008250,,,,,,,,,
chr1H,ibsc,gene,17919392,17919843,451,.,-,.,HORVU1Hr1G008270,,,,,,,,,
chr1H,ibsc,gene,18102516,18109705,7189,.,+,.,HORVU1Hr1G008290,,,,,,,,,
chr1H,ibsc,gene,18158290,18163388,5098,.,+,.,HORVU1Hr1G008300,,,,,,,,,
chr1H,ibsc,gene,18353003,18360045,7042,.,+,.,HORVU1Hr1G008330,,,,,,,,,
chr1H,ibsc,gene,18398595,18399623,1028,.,-,.,HORVU1Hr1G008340,,,,,,,,,
chr1H,ibsc,gene,18408378,18414274,5896,.,+,.,HORVU1Hr1G008350,,,,,,,,,
chr1H,ibsc,gene,18458166,18463957,5791,.,+,.,HORVU1Hr1G008360,,,,,,,,,
chr1H,ibsc,gene,18467379,18475324,7945,.,-,.,HORVU1Hr1G008370,,,,,,,,,
chr1H,ibsc,gene,18468091,18468928,837,.,-,.,HORVU1Hr1G008380,,,,,,,,,
chr1H,ibsc,gene,18484404,18485253,849,.,+,.,HORVU1Hr1G008420,,,,,,,,,
chr1H,ibsc,gene,18487438,18488152,714,.,+,.,HORVU1Hr1G008430,,,,,,,,,
chr1H,ibsc,gene,18489346,18490548,1202,.,-,.,HORVU1Hr1G008440,,,,,,,,,
chr1H,ibsc,gene,18553802,18554714,912,.,-,.,HORVU1Hr1G008480,,,,,,,,,
chr1H,ibsc,gene,18558512,18564004,5492,.,+,.,HORVU1Hr1G008490,,,,,,,,,
chr1H,ibsc,gene,18593035,18593554,519,.,+,.,HORVU1Hr1G008500,,,,,,,,,
chr1H,ibsc,gene,18605250,18607469,2219,.,-,.,HORVU1Hr1G008510,,,,,,,,,
chr1H,ibsc,gene,18642554,18643432,878,.,+,.,HORVU1Hr1G008520,,,,,,,,,
chr1H,ibsc,gene,18663602,18666481,2879,.,+,.,HORVU1Hr1G008530,,,,,,,,,
chr1H,ibsc,gene,18670160,18671464,1304,.,+,.,HORVU1Hr1G008540,,,,,,,,,
chr1H,ibsc,gene,18775269,18781128,5859,.,-,.,HORVU1Hr1G008560,,,,,,,,,
